Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered_oh1,Weight_in_gms,Product_importance_labeled,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Gender_F,Gender_M,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,is_shipping_late
5628,5,4,135,2,5.0,5834,0,0,0,0,1,0,0,1,1,0,0,0
5629,4,4,265,2,9.0,4106,1,0,0,0,0,1,1,0,1,0,0,0
5630,5,5,175,6,2.0,4995,1,1,0,0,0,0,1,0,1,0,0,1
5631,6,2,256,3,1.0,4435,1,0,1,0,0,0,0,1,1,0,0,1
5632,5,4,217,2,3.0,5925,1,0,0,1,0,0,1,0,1,0,0,0
5633,4,4,203,3,8.0,4443,1,0,0,0,0,1,0,1,1,0,0,0
5634,3,4,145,2,5.0,5513,2,0,0,0,1,0,1,0,0,0,1,0
5635,3,2,268,3,9.0,4215,0,0,0,0,0,1,0,1,0,0,1,0
5636,4,5,206,2,10.0,4437,1,1,0,0,0,0,1,0,0,0,1,0
5637,3,2,215,3,10.0,4198,1,0,1,0,0,0,1,0,0,0,1,1
5638,4,1,177,3,5.0,4382,1,0,0,1,0,0,1,0,0,0,1,0
5639,3,3,183,3,3.0,5538,0,0,0,0,0,1,1,0,0,0,1,0
5640,4,2,227,5,6.0,4618,1,0,0,0,1,0,0,1,0,0,1,0
5641,4,1,209,4,1.0,5057,1,0,0,0,0,1,1,0,0,0,1,0
5642,4,4,193,3,5.0,5090,0,1,0,0,0,0,0,1,0,0,1,1
5643,4,4,144,2,5.0,4380,0,0,1,0,0,0,0,1,0,0,1,1
5644,4,2,192,3,3.0,4130,0,0,0,1,0,0,1,0,0,0,1,1
5645,2,3,247,4,5.0,5725,0,0,0,0,0,1,0,1,0,0,1,0
5646,3,4,199,4,6.0,5207,1,0,0,0,1,0,1,0,0,0,1,0
5647,6,5,273,5,10.0,5756,1,0,0,0,0,1,0,1,0,0,1,1
5648,3,3,232,4,4.0,4662,0,1,0,0,0,0,1,0,0,0,1,1
5649,3,5,214,3,6.0,5319,0,0,1,0,0,0,1,0,0,0,1,0
5650,5,1,156,2,10.0,5086,0,0,0,1,0,0,0,1,0,0,1,0
5651,4,3,200,3,5.0,5108,1,0,0,0,0,1,0,1,0,0,1,0
5652,3,5,196,3,9.0,4741,1,0,0,0,1,0,1,0,0,0,1,1
5653,5,3,189,3,7.0,5830,1,0,0,0,0,1,1,0,0,0,1,1
5654,5,2,266,2,3.0,4030,0,1,0,0,0,0,0,1,0,0,1,0
5655,4,4,198,2,2.0,5725,1,0,1,0,0,0,0,1,0,0,1,1
5656,4,5,144,2,2.0,4978,0,0,0,1,0,0,0,1,0,0,1,0
5657,4,4,217,5,6.0,5891,1,0,0,0,0,1,0,1,0,0,1,1
5658,5,1,169,4,4.0,4541,1,0,0,0,1,0,0,1,0,0,1,0
5659,3,1,153,4,1.0,4608,1,0,0,0,0,1,1,0,0,0,1,0
5660,4,4,152,2,5.0,5324,1,1,0,0,0,0,1,0,0,0,1,0
5661,5,5,245,5,4.0,4627,1,0,1,0,0,0,1,0,0,0,1,0
5662,4,2,237,3,2.0,5277,0,0,0,1,0,0,0,1,0,0,1,0
5663,4,2,266,2,8.0,5516,0,0,0,0,0,1,1,0,0,0,1,0
5664,4,5,216,4,1.0,4458,1,0,0,0,1,0,1,0,0,0,1,1
5665,3,4,186,3,4.0,5501,1,0,0,0,0,1,1,0,0,0,1,1
5666,5,3,280,4,4.0,5192,1,1,0,0,0,0,1,0,0,0,1,0
5667,4,5,229,2,1.0,4869,1,0,1,0,0,0,1,0,0,0,1,0
5668,3,2,225,3,3.0,5529,0,0,0,1,0,0,0,1,0,0,1,0
5669,3,5,149,3,7.0,4357,0,0,0,0,0,1,1,0,0,0,1,0
5670,5,5,200,3,6.0,4401,0,0,0,0,1,0,0,1,0,0,1,1
5671,4,2,246,3,1.0,5815,0,0,0,0,0,1,1,0,0,0,1,1
5672,3,4,150,2,1.0,4742,0,1,0,0,0,0,0,1,0,0,1,0
5673,3,1,175,3,9.0,5797,1,0,1,0,0,0,1,0,0,0,1,0
5674,3,5,141,3,10.0,5775,1,0,0,1,0,0,0,1,0,0,1,0
5675,3,4,102,3,9.0,4111,1,0,0,0,0,1,0,1,0,0,1,0
5676,3,1,209,3,8.0,4367,0,0,0,0,1,0,1,0,0,0,1,0
5677,4,4,287,6,6.0,5282,1,0,0,0,0,1,0,1,0,0,1,0
5678,3,5,212,2,3.0,5761,0,1,0,0,0,0,1,0,0,0,1,1
5679,3,4,205,3,1.0,5407,2,0,1,0,0,0,1,0,0,0,1,0
5680,3,1,180,2,10.0,4200,2,0,0,1,0,0,0,1,0,0,1,0
5681,5,4,229,3,1.0,5660,0,0,0,0,0,1,0,1,0,0,1,0
5682,2,2,182,3,6.0,4112,2,0,0,0,1,0,0,1,0,0,1,1
5683,4,1,183,3,4.0,4789,1,0,0,0,0,1,1,0,0,0,1,0
5684,3,1,212,3,10.0,5759,1,1,0,0,0,0,0,1,0,0,1,0
5685,4,3,235,6,2.0,4689,1,0,1,0,0,0,0,1,0,0,1,0
5686,5,5,210,4,9.0,5081,1,0,0,1,0,0,0,1,0,0,1,1
5687,5,2,111,4,7.0,4424,1,0,0,0,0,1,1,0,0,0,1,0
5688,5,1,270,4,7.0,5149,1,0,0,0,1,0,1,0,0,0,1,0
5689,4,4,135,2,4.0,4684,0,0,0,0,0,1,0,1,0,0,1,0
5690,3,5,143,3,10.0,5021,0,1,0,0,0,0,1,0,0,0,1,0
5691,4,1,216,2,5.0,5059,0,0,1,0,0,0,1,0,0,0,1,0
5692,5,1,136,3,10.0,5308,0,0,0,1,0,0,0,1,0,0,1,0
5693,3,3,145,3,10.0,5696,0,0,0,0,0,1,1,0,0,0,1,0
5694,5,3,142,4,4.0,5116,1,0,0,0,1,0,1,0,0,0,1,1
5695,4,2,175,3,7.0,4874,1,0,0,0,0,1,0,1,0,0,1,1
5696,3,1,183,2,5.0,5329,0,1,0,0,0,0,0,1,0,0,1,1
5697,3,1,191,5,2.0,4956,1,0,1,0,0,0,0,1,0,0,1,1
5698,3,4,247,3,9.0,4157,0,0,0,1,0,0,1,0,0,0,1,0
5699,3,1,170,2,2.0,5662,0,0,0,0,0,1,1,0,0,0,1,1
5700,3,2,275,2,5.0,5393,0,0,0,0,1,0,1,0,0,0,1,1
5701,4,4,147,4,8.0,5882,0,0,0,0,0,1,1,0,0,0,1,0
5702,4,4,188,3,6.0,4174,0,1,0,0,0,0,0,1,0,0,1,1
5703,5,5,248,2,4.0,5587,0,0,1,0,0,0,0,1,0,0,1,0
5704,3,1,245,2,8.0,4594,0,0,0,1,0,0,1,0,0,0,1,1
5705,4,5,164,3,3.0,4454,2,0,0,0,0,1,0,1,0,0,1,0
5706,4,2,260,3,3.0,4661,1,0,0,0,1,0,1,0,0,0,1,1
5707,4,4,149,2,9.0,4605,1,0,0,0,0,1,1,0,0,0,1,0
5708,3,2,174,3,3.0,4132,0,1,0,0,0,0,0,1,0,0,1,0
5709,4,5,242,2,1.0,5682,0,0,1,0,0,0,1,0,0,0,1,1
5710,4,1,134,3,7.0,4933,1,0,0,1,0,0,0,1,0,0,1,1
5711,4,5,189,3,3.0,5193,1,0,0,0,0,1,1,0,0,0,1,0
5712,6,5,263,7,7.0,5216,2,0,0,0,1,0,0,1,0,0,1,1
5713,5,2,280,3,8.0,5858,2,0,0,0,0,1,1,0,0,0,1,1
5714,4,2,258,7,3.0,4538,1,1,0,0,0,0,0,1,0,0,1,1
5715,4,4,179,3,1.0,5242,2,0,1,0,0,0,1,0,0,0,1,1
5716,5,1,250,4,10.0,5306,1,0,0,1,0,0,0,1,0,0,1,1
5717,4,4,212,2,5.0,4774,1,0,0,0,0,1,0,1,0,0,1,1
5718,4,3,236,3,4.0,4257,0,0,0,0,1,0,0,1,0,0,1,1
5719,3,1,239,8,6.0,5023,2,0,0,0,0,1,0,1,0,0,1,1
5720,6,3,305,4,3.0,1276,0,1,0,0,0,0,0,1,0,0,1,0
5721,6,3,309,4,5.0,1712,0,0,1,0,0,0,0,1,0,0,1,0
5722,6,3,266,4,8.0,1983,1,0,0,1,0,0,0,1,0,0,1,1
5723,4,5,233,4,6.0,1495,0,0,0,0,0,1,1,0,0,0,1,0
5724,5,5,287,4,4.0,1509,0,0,0,0,1,0,0,1,0,0,1,1
5725,6,2,268,4,7.0,1274,0,0,0,0,0,1,1,0,0,0,1,0
5726,6,4,290,4,10.0,1366,1,1,0,0,0,0,0,1,0,0,1,0
5727,7,5,291,4,6.0,1135,2,0,1,0,0,0,0,1,0,1,0,0
5728,5,5,227,5,3.0,1687,1,0,0,1,0,0,1,0,0,1,0,0
5729,4,5,175,3,5.0,4194,1,0,0,0,0,1,1,0,0,1,0,0
5730,3,3,183,2,6.0,5015,0,0,0,0,1,0,0,1,0,1,0,0
5731,3,4,191,5,4.0,4243,1,0,0,0,0,1,1,0,0,1,0,1
5732,3,4,247,3,10.0,5749,0,1,0,0,0,0,0,1,0,1,0,1
5733,3,2,170,2,2.0,4214,0,0,1,0,0,0,0,1,0,1,0,1
5734,3,5,275,2,7.0,4619,0,0,0,1,0,0,1,0,0,1,0,0
5735,4,3,147,4,7.0,4865,0,0,0,0,0,1,1,0,0,1,0,0
5736,4,5,188,3,4.0,4632,0,0,0,0,1,0,0,1,0,1,0,0
5737,5,1,248,2,6.0,5281,0,0,0,0,0,1,1,0,0,1,0,0
5738,3,3,245,2,4.0,4719,0,1,0,0,0,0,1,0,0,1,0,1
5739,4,5,164,3,7.0,4657,2,0,1,0,0,0,0,1,0,1,0,0
5740,4,1,260,3,9.0,5886,1,0,0,1,0,0,0,1,0,1,0,1
5741,4,2,149,2,8.0,5460,1,0,0,0,0,1,0,1,0,1,0,1
5742,3,1,174,3,7.0,4318,0,0,0,0,1,0,0,1,0,1,0,1
5743,4,1,242,2,2.0,5825,0,0,0,0,0,1,1,0,0,1,0,0
5744,4,5,134,3,4.0,5423,1,1,0,0,0,0,1,0,0,1,0,0
5745,4,3,189,3,4.0,4410,1,0,1,0,0,0,1,0,0,1,0,0
5746,6,5,263,7,9.0,5991,2,0,0,1,0,0,0,1,0,1,0,1
5747,5,3,280,3,2.0,5273,2,0,0,0,0,1,0,1,0,1,0,0
5748,4,4,258,7,8.0,5069,1,0,0,0,1,0,0,1,0,1,0,0
5749,4,1,179,3,5.0,4129,2,0,0,0,0,1,0,1,1,0,0,0
5750,5,4,250,4,4.0,4531,1,1,0,0,0,0,0,1,1,0,0,0
5751,4,1,212,2,7.0,5864,1,0,1,0,0,0,1,0,1,0,0,0
5752,4,4,236,3,10.0,4347,0,0,0,1,0,0,0,1,1,0,0,1
5753,3,4,239,8,4.0,4192,2,0,0,0,0,1,0,1,1,0,0,0
5754,6,4,305,4,7.0,1172,0,0,0,0,1,0,1,0,1,0,0,1
5755,6,1,309,4,6.0,1866,0,0,0,0,0,1,1,0,1,0,0,1
5756,6,1,266,4,2.0,1862,1,1,0,0,0,0,1,0,1,0,0,1
5757,4,2,233,4,7.0,1861,0,0,1,0,0,0,0,1,1,0,0,0
5758,5,1,287,4,4.0,1579,0,0,0,1,0,0,1,0,1,0,0,0
5759,6,5,268,4,2.0,1324,0,0,0,0,0,1,1,0,1,0,0,0
5760,6,1,290,4,6.0,1505,1,0,0,0,1,0,0,1,1,0,0,1
5761,7,3,244,5,10.0,1913,1,0,0,0,0,1,1,0,1,0,0,1
5762,6,3,245,4,2.0,1158,0,1,0,0,0,0,0,1,1,0,0,1
5763,5,4,219,5,5.0,1867,0,0,1,0,0,0,0,1,1,0,0,0
5764,6,3,257,4,4.0,1358,0,0,0,1,0,0,1,0,1,0,0,1
5765,6,1,250,4,2.0,1783,0,0,0,0,0,1,1,0,1,0,0,1
5766,6,1,249,4,2.0,1189,1,0,0,0,1,0,0,1,1,0,0,1
5767,5,4,259,5,2.0,1627,0,0,0,0,0,1,1,0,1,0,0,1
5768,6,4,266,4,3.0,1503,0,1,0,0,0,0,0,1,1,0,0,1
5769,6,5,244,4,4.0,1648,1,0,1,0,0,0,1,0,1,0,0,1
5770,4,2,239,6,7.0,1934,0,0,0,1,0,0,1,0,1,0,0,0
5771,4,2,270,5,6.0,1520,0,0,0,0,0,1,0,1,0,0,1,0
5772,6,4,270,4,10.0,1199,0,0,0,0,1,0,1,0,0,0,1,1
5773,6,5,257,4,1.0,1957,1,0,0,0,0,1,1,0,0,0,1,1
5774,4,2,243,5,4.0,1633,1,1,0,0,0,0,1,0,0,0,1,1
5775,5,2,264,6,10.0,1659,1,0,1,0,0,0,0,1,0,0,1,1
5776,5,4,224,6,6.0,1049,0,0,0,1,0,0,1,0,0,0,1,1
5777,6,5,304,4,8.0,1755,0,0,0,0,0,1,0,1,0,0,1,1
5778,4,2,243,5,8.0,1922,1,0,0,0,1,0,1,0,0,0,1,0
5779,6,3,272,4,5.0,1355,0,0,0,0,0,1,0,1,0,0,1,1
5780,5,4,269,5,4.0,1537,0,1,0,0,0,0,1,0,0,0,1,1
5781,7,3,267,4,7.0,1384,0,0,1,0,0,0,0,1,0,0,1,0
5782,6,1,251,4,2.0,1679,0,0,0,1,0,0,0,1,0,0,1,0
5783,4,3,249,5,3.0,1012,0,0,0,0,0,1,1,0,0,0,1,1
5784,7,2,284,4,6.0,1550,0,0,0,0,1,0,1,0,0,0,1,1
5785,4,1,254,5,3.0,1880,1,0,0,0,0,1,1,0,0,0,1,1
5786,6,5,269,4,5.0,1264,0,1,0,0,0,0,0,1,0,0,1,1
5787,7,5,265,4,9.0,1393,0,0,1,0,0,0,1,0,0,0,1,0
5788,5,3,220,6,6.0,1830,1,0,0,1,0,0,1,0,0,0,1,1
5789,4,4,217,5,4.0,1503,1,0,0,0,0,1,1,0,0,0,1,0
5790,7,4,285,4,2.0,1017,1,0,0,0,1,0,1,0,0,0,1,1
5791,5,1,265,5,3.0,1514,1,0,0,0,0,1,1,0,0,0,1,1
5792,5,1,240,5,1.0,1200,1,1,0,0,0,0,0,1,0,0,1,0
5793,5,5,247,3,1.0,5226,0,0,1,0,0,0,0,1,0,0,1,0
5794,5,4,179,6,8.0,4615,1,0,0,1,0,0,1,0,0,0,1,1
5795,4,5,142,2,9.0,5425,1,0,0,0,0,1,1,0,0,0,1,1
5796,4,3,207,5,6.0,4145,2,0,0,0,1,0,1,0,0,0,1,0
5797,3,1,183,3,7.0,5849,1,0,0,0,0,1,0,1,0,0,1,1
5798,4,3,167,2,2.0,5544,1,1,0,0,0,0,1,0,0,0,1,0
5799,4,3,175,3,2.0,5208,0,0,1,0,0,0,1,0,0,0,1,0
5800,3,5,183,2,8.0,5881,0,0,0,1,0,0,0,1,0,0,1,1
5801,6,5,176,3,10.0,5307,0,0,0,0,0,1,1,0,0,0,1,0
5802,3,4,187,3,7.0,5417,0,0,0,0,1,0,0,1,0,0,1,0
5803,4,5,143,3,8.0,4142,1,0,0,0,0,1,1,0,0,0,1,1
5804,4,3,136,3,7.0,5976,0,1,0,0,0,0,1,0,0,0,1,0
5805,3,3,178,3,3.0,5396,0,0,1,0,0,0,0,1,0,0,1,1
5806,4,4,208,2,6.0,4983,1,0,0,1,0,0,1,0,0,0,1,1
5807,4,1,171,2,1.0,5635,1,0,0,0,0,1,0,1,0,0,1,0
5808,2,1,197,4,5.0,4614,0,0,0,0,1,0,0,1,0,0,1,0
5809,5,1,179,3,7.0,5814,0,0,0,0,0,1,1,0,0,0,1,0
5810,6,4,197,5,4.0,5889,1,1,0,0,0,0,0,1,0,0,1,1
5811,5,4,285,2,2.0,4505,0,0,1,0,0,0,0,1,0,0,1,1
5812,6,1,141,5,9.0,5113,0,0,0,1,0,0,1,0,0,0,1,0
5813,4,5,274,3,5.0,4773,1,0,0,0,0,1,0,1,0,0,1,0
5814,5,2,287,3,3.0,4903,1,0,0,0,1,0,1,0,0,0,1,1
5815,5,3,218,3,4.0,4198,1,0,0,0,0,1,1,0,0,0,1,1
5816,3,1,213,3,6.0,5535,2,1,0,0,0,0,1,0,0,0,1,0
5817,2,1,207,4,1.0,5742,0,0,1,0,0,0,0,1,0,0,1,0
5818,5,5,273,4,7.0,4064,0,0,0,1,0,0,0,1,0,0,1,1
5819,3,3,185,3,6.0,5995,0,0,0,0,0,1,0,1,0,0,1,1
5820,3,1,192,3,4.0,5179,0,0,0,0,1,0,1,0,0,0,1,0
5821,4,4,276,2,3.0,4306,1,0,0,0,0,1,1,0,0,0,1,1
5822,5,2,229,2,1.0,5724,1,1,0,0,0,0,0,1,0,0,1,0
5823,3,5,248,2,3.0,5287,2,0,1,0,0,0,0,1,0,0,1,1
5824,3,4,267,3,2.0,5204,2,0,0,1,0,0,1,0,0,0,1,1
5825,4,4,272,3,9.0,5458,0,0,0,0,0,1,0,1,0,0,1,0
5826,3,3,153,3,8.0,5487,0,0,0,0,1,0,0,1,0,0,1,0
5827,4,2,246,4,7.0,5056,1,0,0,0,0,1,0,1,0,0,1,1
5828,3,3,261,4,9.0,4529,0,1,0,0,0,0,1,0,0,0,1,1
5829,4,5,207,2,3.0,5270,0,0,1,0,0,0,1,0,0,0,1,1
5830,3,1,133,3,8.0,4634,1,0,0,1,0,0,0,1,0,0,1,0
5831,3,5,269,5,6.0,5932,0,0,0,0,0,1,0,1,0,0,1,1
5832,4,3,251,3,8.0,5986,2,0,0,0,1,0,0,1,0,0,1,1
5833,4,2,252,4,3.0,4956,0,0,0,0,0,1,1,0,0,0,1,1
5834,3,5,135,2,4.0,5275,0,1,0,0,0,0,1,0,0,0,1,1
5835,4,3,273,4,1.0,4585,1,0,1,0,0,0,1,0,0,0,1,0
5836,4,2,168,3,3.0,4653,0,0,0,1,0,0,0,1,0,0,1,1
5837,2,4,233,2,6.0,4758,1,0,0,0,0,1,1,0,0,0,1,0
5838,3,2,133,2,3.0,4677,0,0,0,0,1,0,1,0,0,0,1,1
5839,3,5,147,4,10.0,5164,2,0,0,0,0,1,0,1,0,0,1,1
5840,5,2,249,6,8.0,5633,0,1,0,0,0,0,0,1,0,0,1,0
5841,6,3,259,4,3.0,4117,0,0,1,0,0,0,1,0,0,0,1,1
5842,4,2,194,3,10.0,5171,0,0,0,1,0,0,1,0,0,0,1,1
5843,4,5,134,6,7.0,4881,1,0,0,0,0,1,0,1,0,0,1,1
5844,3,4,98,3,5.0,4432,0,0,0,0,1,0,0,1,0,0,1,0
5845,5,1,138,3,10.0,5612,0,0,0,0,0,1,0,1,0,0,1,1
5846,5,5,193,5,4.0,5087,2,1,0,0,0,0,1,0,0,0,1,1
5847,5,5,184,3,7.0,4742,1,0,1,0,0,0,0,1,0,0,1,0
5848,4,4,172,3,7.0,5098,1,0,0,1,0,0,0,1,0,0,1,0
5849,4,3,248,2,2.0,4701,1,0,0,0,0,1,0,1,0,0,1,1
5850,2,4,114,5,5.0,5334,2,0,0,0,1,0,1,0,0,0,1,1
5851,4,5,201,2,2.0,4657,2,0,0,0,0,1,1,0,0,0,1,0
5852,3,4,206,4,2.0,4372,1,1,0,0,0,0,0,1,0,0,1,0
5853,6,1,185,4,10.0,5254,2,0,1,0,0,0,1,0,0,0,1,1
5854,5,2,272,3,5.0,4972,2,0,0,1,0,0,0,1,0,0,1,0
5855,4,3,266,2,6.0,4286,1,0,0,0,0,1,0,1,0,0,1,1
5856,3,4,203,2,9.0,5735,0,0,0,0,1,0,0,1,0,0,1,0
5857,4,3,218,5,2.0,4823,0,0,0,0,0,1,0,1,0,0,1,1
5858,2,5,279,3,8.0,4632,0,1,0,0,0,0,1,0,0,0,1,0
5859,4,4,159,2,4.0,4648,0,0,1,0,0,0,0,1,0,0,1,1
5860,5,3,138,3,5.0,5687,0,0,0,1,0,0,1,0,0,0,1,1
5861,3,2,224,3,7.0,5896,0,0,0,0,0,1,1,0,0,0,1,0
5862,3,3,269,3,4.0,4309,0,0,0,0,1,0,0,1,0,0,1,0
5863,5,3,121,2,4.0,5231,1,0,0,0,0,1,1,0,0,0,1,1
5864,4,3,134,2,2.0,4522,0,1,0,0,0,0,1,0,0,1,0,0
5865,4,5,259,3,4.0,5344,1,0,1,0,0,0,0,1,0,1,0,1
5866,4,4,206,2,8.0,4093,2,0,0,1,0,0,0,1,0,1,0,1
5867,3,1,209,2,6.0,5701,0,0,0,0,0,1,0,1,0,1,0,1
5868,3,3,145,3,1.0,5709,1,0,0,0,1,0,0,1,0,1,0,0
5869,5,2,164,2,8.0,5717,1,0,0,0,0,1,0,1,0,1,0,0
5870,3,1,133,3,6.0,5464,1,1,0,0,0,0,0,1,0,1,0,1
5871,3,2,178,3,5.0,5686,0,0,1,0,0,0,1,0,0,1,0,0
5872,4,3,175,2,3.0,4200,0,0,0,1,0,0,0,1,0,1,0,0
5873,2,4,242,3,8.0,4898,1,0,0,0,0,1,0,1,0,1,0,0
5874,4,2,202,3,8.0,4575,0,0,0,0,1,0,0,1,0,1,0,1
5875,4,3,176,2,6.0,5149,0,0,0,0,0,1,1,0,0,1,0,1
5876,4,3,203,4,1.0,5274,0,1,0,0,0,0,1,0,0,1,0,0
5877,4,3,207,4,5.0,5008,0,0,1,0,0,0,0,1,0,1,0,1
5878,4,2,268,3,1.0,4927,1,0,0,1,0,0,0,1,0,1,0,0
5879,3,3,244,3,6.0,5109,0,0,0,0,0,1,0,1,0,1,0,0
5880,3,5,134,3,10.0,4693,0,0,0,0,1,0,1,0,0,1,0,0
5881,3,4,143,3,1.0,4392,0,0,0,0,0,1,1,0,0,1,0,1
5882,3,5,246,3,2.0,5556,0,1,0,0,0,0,1,0,0,1,0,1
5883,3,2,157,2,7.0,5228,0,0,1,0,0,0,1,0,0,1,0,0
5884,3,3,169,3,10.0,5147,0,0,0,1,0,0,0,1,0,1,0,0
5885,4,5,231,3,6.0,4449,0,0,0,0,0,1,1,0,0,1,0,1
5886,3,3,262,5,1.0,5043,1,0,0,0,1,0,1,0,1,0,0,0
5887,3,2,227,2,10.0,4290,1,0,0,0,0,1,0,1,1,0,0,0
5888,5,2,162,4,7.0,5477,1,1,0,0,0,0,0,1,1,0,0,1
5889,5,5,148,2,4.0,4812,1,0,1,0,0,0,0,1,1,0,0,0
5890,3,4,138,2,8.0,4837,1,0,0,1,0,0,1,0,1,0,0,0
5891,3,3,255,2,3.0,4824,1,0,0,0,0,1,1,0,1,0,0,0
5892,3,5,218,3,2.0,5841,0,0,0,0,1,0,0,1,1,0,0,0
5893,4,1,260,4,2.0,4091,0,0,0,0,0,1,0,1,1,0,0,1
5894,4,3,142,2,5.0,5502,0,1,0,0,0,0,1,0,1,0,0,1
5895,4,5,257,3,5.0,4180,1,0,1,0,0,0,0,1,1,0,0,0
5896,4,2,252,3,1.0,4176,0,0,0,1,0,0,1,0,1,0,0,0
5897,5,4,151,5,1.0,4122,0,0,0,0,0,1,1,0,1,0,0,0
5898,4,3,190,5,8.0,4736,0,0,0,0,1,0,1,0,1,0,0,0
5899,4,5,137,2,7.0,4068,0,0,0,0,0,1,0,1,1,0,0,0
5900,4,4,164,2,7.0,5456,0,1,0,0,0,0,0,1,1,0,0,0
5901,3,5,271,3,9.0,5328,0,0,1,0,0,0,1,0,1,0,0,0
5902,3,5,162,2,1.0,4573,2,0,0,1,0,0,0,1,1,0,0,1
5903,2,4,221,5,4.0,4034,1,0,0,0,0,1,0,1,1,0,0,1
5904,5,4,202,3,3.0,4559,0,0,0,0,1,0,1,0,1,0,0,1
5905,4,5,143,2,1.0,5836,0,0,0,0,0,1,0,1,1,0,0,0
5906,3,5,254,3,6.0,4703,0,1,0,0,0,0,0,1,1,0,0,0
5907,4,3,96,4,1.0,4984,1,0,1,0,0,0,0,1,1,0,0,1
5908,3,3,199,5,10.0,4847,1,0,0,1,0,0,1,0,0,0,1,1
5909,4,1,198,4,5.0,5182,0,0,0,0,0,1,1,0,0,0,1,0
5910,4,3,257,3,2.0,5198,0,0,0,0,1,0,1,0,0,0,1,1
5911,3,2,149,5,9.0,4310,1,0,0,0,0,1,1,0,0,0,1,0
5912,5,1,193,4,10.0,5280,1,1,0,0,0,0,1,0,0,0,1,0
5913,3,5,284,2,10.0,5619,0,0,1,0,0,0,0,1,0,0,1,0
5914,4,5,205,4,5.0,5264,1,0,0,1,0,0,1,0,0,0,1,0
5915,5,5,185,3,5.0,4520,0,0,0,0,0,1,0,1,0,0,1,1
5916,5,4,268,3,10.0,4955,2,0,0,0,1,0,1,0,0,0,1,0
5917,5,1,252,3,2.0,4339,1,0,0,0,0,1,0,1,0,0,1,0
5918,4,3,196,2,5.0,5656,0,1,0,0,0,0,1,0,0,0,1,0
5919,3,3,149,3,6.0,4654,0,0,1,0,0,0,0,1,0,0,1,0
5920,5,5,154,2,3.0,4669,1,0,0,1,0,0,0,1,0,0,1,0
5921,5,4,267,2,4.0,4053,1,0,0,0,0,1,0,1,0,0,1,0
5922,3,3,208,2,5.0,5661,1,0,0,0,1,0,1,0,0,0,1,0
5923,5,5,275,3,9.0,4287,1,0,0,0,0,1,0,1,0,0,1,1
5924,4,2,272,2,1.0,5939,0,1,0,0,0,0,1,0,0,0,1,1
5925,6,5,280,3,9.0,4074,0,0,1,0,0,0,0,1,0,0,1,1
5926,6,3,202,3,5.0,4930,0,0,0,1,0,0,1,0,0,0,1,0
5927,5,2,184,3,8.0,4581,1,0,0,0,0,1,1,0,0,0,1,0
5928,5,2,244,5,7.0,5515,1,0,0,0,1,0,1,0,0,0,1,0
5929,4,4,138,5,10.0,5401,0,0,0,0,0,1,0,1,0,0,1,0
5930,4,3,109,2,4.0,5407,1,1,0,0,0,0,1,0,0,0,1,0
5931,2,5,189,5,3.0,5292,0,0,1,0,0,0,0,1,0,0,1,0
5932,3,2,170,3,9.0,4069,0,0,0,1,0,0,0,1,0,0,1,0
5933,3,1,183,2,10.0,4598,1,0,0,0,0,1,1,0,0,0,1,0
5934,3,4,263,6,3.0,4429,2,0,0,0,1,0,0,1,0,0,1,0
5935,4,1,271,4,9.0,5853,0,0,0,0,0,1,0,1,0,0,1,1
5936,6,3,202,4,3.0,4496,1,1,0,0,0,0,1,0,0,0,1,1
5937,3,3,265,3,8.0,5070,1,0,1,0,0,0,1,0,0,0,1,0
5938,4,1,220,3,6.0,4472,1,0,0,1,0,0,1,0,0,0,1,0
5939,4,4,274,2,7.0,4873,0,0,0,0,0,1,1,0,0,0,1,1
5940,4,5,212,2,10.0,4552,1,0,0,0,1,0,0,1,0,0,1,0
5941,4,2,244,3,1.0,5559,2,0,0,0,0,1,0,1,0,0,1,1
5942,4,5,252,3,4.0,5017,1,1,0,0,0,0,1,0,0,0,1,0
5943,5,5,158,2,8.0,4743,0,0,1,0,0,0,0,1,0,0,1,0
5944,2,5,286,6,5.0,5490,1,0,0,1,0,0,1,0,0,0,1,0
5945,3,5,164,3,10.0,4639,2,0,0,0,0,1,0,1,0,0,1,1
5946,4,3,170,6,6.0,4998,1,0,0,0,1,0,0,1,0,0,1,0
5947,4,1,269,2,8.0,4930,1,0,0,0,0,1,1,0,0,0,1,0
5948,4,2,238,2,2.0,4002,0,1,0,0,0,0,1,0,0,0,1,0
5949,4,3,198,7,1.0,5315,1,0,1,0,0,0,1,0,0,0,1,0
5950,4,4,184,8,7.0,5235,0,0,0,1,0,0,0,1,0,0,1,1
5951,5,2,265,3,10.0,4347,0,0,0,0,0,1,0,1,0,0,1,1
5952,3,2,204,10,10.0,4534,1,0,0,0,1,0,1,0,0,0,1,0
5953,5,1,233,7,5.0,5759,1,0,0,0,0,1,1,0,0,0,1,1
5954,4,5,134,3,8.0,5694,0,1,0,0,0,0,1,0,0,0,1,0
5955,3,4,153,3,9.0,5474,1,0,1,0,0,0,1,0,0,0,1,0
5956,2,5,241,3,3.0,4253,1,0,0,1,0,0,1,0,0,0,1,1
